Assembly Accession	Assembly-unit name	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCF_002901205.1	Primary Assembly	Un			PDCF01004316.1	Chromosome		NW_019799336.1	unplaced-scaffold	4302			scaffold4311_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004317.1	Chromosome		NW_019799337.1	unplaced-scaffold	4301			scaffold4312_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004318.1	Chromosome		NW_019799338.1	unplaced-scaffold	4301			scaffold4313_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004319.1	Chromosome		NW_019799339.1	unplaced-scaffold	4301			scaffold4314_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004320.1	Chromosome		NW_019799340.1	unplaced-scaffold	4300			scaffold4315_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004321.1	Chromosome		NW_019799341.1	unplaced-scaffold	4300			scaffold4316_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004322.1	Chromosome		NW_019799342.1	unplaced-scaffold	4299			scaffold4317_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004323.1	Chromosome		NW_019799343.1	unplaced-scaffold	4298			scaffold4318_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004324.1	Chromosome		NW_019799344.1	unplaced-scaffold	4298			scaffold4319_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004325.1	Chromosome		NW_019799346.1	unplaced-scaffold	4298			scaffold4320_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004326.1	Chromosome		NW_019799347.1	unplaced-scaffold	4297			scaffold4321_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004327.1	Chromosome		NW_019799348.1	unplaced-scaffold	4297			scaffold4322_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004328.1	Chromosome		NW_019799349.1	unplaced-scaffold	4297			scaffold4323_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004329.1	Chromosome		NW_019799350.1	unplaced-scaffold	4293			scaffold4324_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004330.1	Chromosome		NW_019799351.1	unplaced-scaffold	4291			scaffold4325_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004331.1	Chromosome		NW_019799352.1	unplaced-scaffold	4291			scaffold4326_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004332.1	Chromosome		NW_019799353.1	unplaced-scaffold	4290			scaffold4327_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004333.1	Chromosome		NW_019799354.1	unplaced-scaffold	4290			scaffold4328_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004334.1	Chromosome		NW_019799355.1	unplaced-scaffold	4290			scaffold4329_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004335.1	Chromosome		NW_019799357.1	unplaced-scaffold	4288			scaffold4330_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004336.1	Chromosome		NW_019799358.1	unplaced-scaffold	4288			scaffold4331_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004337.1	Chromosome		NW_019799359.1	unplaced-scaffold	4288			scaffold4332_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004338.1	Chromosome		NW_019799360.1	unplaced-scaffold	4284			scaffold4333_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004339.1	Chromosome		NW_019799361.1	unplaced-scaffold	4284			scaffold4334_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004340.1	Chromosome		NW_019799362.1	unplaced-scaffold	4284			scaffold4335_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004341.1	Chromosome		NW_019799363.1	unplaced-scaffold	4283			scaffold4336_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004342.1	Chromosome		NW_019799364.1	unplaced-scaffold	4283			scaffold4337_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004343.1	Chromosome		NW_019799365.1	unplaced-scaffold	3064			scaffold4338_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004344.1	Chromosome		NW_019799366.1	unplaced-scaffold	4281			scaffold4339_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004345.1	Chromosome		NW_019799368.1	unplaced-scaffold	4280			scaffold4340_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004346.1	Chromosome		NW_019799369.1	unplaced-scaffold	4280			scaffold4341_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004347.1	Chromosome		NW_019799370.1	unplaced-scaffold	4280			scaffold4342_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004348.1	Chromosome		NW_019799371.1	unplaced-scaffold	4279			scaffold4343_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004349.1	Chromosome		NW_019799372.1	unplaced-scaffold	4278			scaffold4344_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004350.1	Chromosome		NW_019799373.1	unplaced-scaffold	4278			scaffold4345_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004351.1	Chromosome		NW_019799374.1	unplaced-scaffold	4275			scaffold4346_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004352.1	Chromosome		NW_019799375.1	unplaced-scaffold	4275			scaffold4347_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004353.1	Chromosome		NW_019799376.1	unplaced-scaffold	4273			scaffold4348_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004354.1	Chromosome		NW_019799377.1	unplaced-scaffold	4273			scaffold4349_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004355.1	Chromosome		NW_019799379.1	unplaced-scaffold	4273			scaffold4350_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004356.1	Chromosome		NW_019799380.1	unplaced-scaffold	4272			scaffold4351_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004357.1	Chromosome		NW_019799381.1	unplaced-scaffold	4270			scaffold4352_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004358.1	Chromosome		NW_019799382.1	unplaced-scaffold	4270			scaffold4353_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004359.1	Chromosome		NW_019799383.1	unplaced-scaffold	4270			scaffold4354_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004360.1	Chromosome		NW_019799384.1	unplaced-scaffold	4269			scaffold4355_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004361.1	Chromosome		NW_019799385.1	unplaced-scaffold	4269			scaffold4356_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004362.1	Chromosome		NW_019799386.1	unplaced-scaffold	4269			scaffold4357_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004363.1	Chromosome		NW_019799387.1	unplaced-scaffold	4268			scaffold4358_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004364.1	Chromosome		NW_019799388.1	unplaced-scaffold	4266			scaffold4359_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004365.1	Chromosome		NW_019799390.1	unplaced-scaffold	4266			scaffold4360_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004366.1	Chromosome		NW_019799391.1	unplaced-scaffold	4264			scaffold4361_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004367.1	Chromosome		NW_019799392.1	unplaced-scaffold	4264			scaffold4362_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004368.1	Chromosome		NW_019799393.1	unplaced-scaffold	4262			scaffold4363_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004369.1	Chromosome		NW_019799394.1	unplaced-scaffold	4261			scaffold4364_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004370.1	Chromosome		NW_019799395.1	unplaced-scaffold	4260			scaffold4365_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004371.1	Chromosome		NW_019799396.1	unplaced-scaffold	4259			scaffold4366_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004372.1	Chromosome		NW_019799397.1	unplaced-scaffold	4259			scaffold4367_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004373.1	Chromosome		NW_019799398.1	unplaced-scaffold	4259			scaffold4368_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004374.1	Chromosome		NW_019799399.1	unplaced-scaffold	4255			scaffold4369_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004375.1	Chromosome		NW_019799401.1	unplaced-scaffold	4255			scaffold4370_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004376.1	Chromosome		NW_019799402.1	unplaced-scaffold	4255			scaffold4371_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004377.1	Chromosome		NW_019799403.1	unplaced-scaffold	4254			scaffold4372_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004378.1	Chromosome		NW_019799404.1	unplaced-scaffold	4253			scaffold4373_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004379.1	Chromosome		NW_019799405.1	unplaced-scaffold	4252			scaffold4374_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004380.1	Chromosome		NW_019799406.1	unplaced-scaffold	4252			scaffold4375_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004381.1	Chromosome		NW_019799407.1	unplaced-scaffold	4252			scaffold4376_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004382.1	Chromosome		NW_019799408.1	unplaced-scaffold	4252			scaffold4377_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004383.1	Chromosome		NW_019799409.1	unplaced-scaffold	4251			scaffold4378_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004384.1	Chromosome		NW_019799410.1	unplaced-scaffold	4251			scaffold4379_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004385.1	Chromosome		NW_019799412.1	unplaced-scaffold	4251			scaffold4380_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004386.1	Chromosome		NW_019799413.1	unplaced-scaffold	4249			scaffold4381_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004387.1	Chromosome		NW_019799414.1	unplaced-scaffold	4248			scaffold4382_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004388.1	Chromosome		NW_019799415.1	unplaced-scaffold	4248			scaffold4383_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004389.1	Chromosome		NW_019799416.1	unplaced-scaffold	4246			scaffold4384_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004390.1	Chromosome		NW_019799417.1	unplaced-scaffold	4246			scaffold4385_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004391.1	Chromosome		NW_019799418.1	unplaced-scaffold	4245			scaffold4386_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004392.1	Chromosome		NW_019799419.1	unplaced-scaffold	4244			scaffold4387_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004393.1	Chromosome		NW_019799420.1	unplaced-scaffold	4243			scaffold4388_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004394.1	Chromosome		NW_019799421.1	unplaced-scaffold	4242			scaffold4389_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004395.1	Chromosome		NW_019799423.1	unplaced-scaffold	4242			scaffold4390_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004396.1	Chromosome		NW_019799424.1	unplaced-scaffold	4242			scaffold4391_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004397.1	Chromosome		NW_019799425.1	unplaced-scaffold	3785			scaffold4392_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004398.1	Chromosome		NW_019799426.1	unplaced-scaffold	4241			scaffold4393_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004399.1	Chromosome		NW_019799427.1	unplaced-scaffold	4239			scaffold4394_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004400.1	Chromosome		NW_019799428.1	unplaced-scaffold	4239			scaffold4395_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004401.1	Chromosome		NW_019799429.1	unplaced-scaffold	4238			scaffold4396_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004402.1	Chromosome		NW_019799430.1	unplaced-scaffold	4238			scaffold4397_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004403.1	Chromosome		NW_019799431.1	unplaced-scaffold	4235			scaffold4398_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004404.1	Chromosome		NW_019799432.1	unplaced-scaffold	4235			scaffold4399_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004405.1	Chromosome		NW_019799434.1	unplaced-scaffold	4235			scaffold4400_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004406.1	Chromosome		NW_019799435.1	unplaced-scaffold	4234			scaffold4401_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004407.1	Chromosome		NW_019799436.1	unplaced-scaffold	4234			scaffold4402_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004408.1	Chromosome		NW_019799437.1	unplaced-scaffold	4234			scaffold4403_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004409.1	Chromosome		NW_019799438.1	unplaced-scaffold	4234			scaffold4404_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004410.1	Chromosome		NW_019799439.1	unplaced-scaffold	4232			scaffold4405_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004411.1	Chromosome		NW_019799440.1	unplaced-scaffold	4230			scaffold4406_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004412.1	Chromosome		NW_019799441.1	unplaced-scaffold	4229			scaffold4407_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004413.1	Chromosome		NW_019799442.1	unplaced-scaffold	4229			scaffold4408_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004414.1	Chromosome		NW_019799443.1	unplaced-scaffold	4228			scaffold4409_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004415.1	Chromosome		NW_019799445.1	unplaced-scaffold	4227			scaffold4410_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004416.1	Chromosome		NW_019799446.1	unplaced-scaffold	4227			scaffold4411_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004417.1	Chromosome		NW_019799447.1	unplaced-scaffold	4226			scaffold4412_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004418.1	Chromosome		NW_019799448.1	unplaced-scaffold	4225			scaffold4413_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004419.1	Chromosome		NW_019799449.1	unplaced-scaffold	4224			scaffold4414_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004420.1	Chromosome		NW_019799450.1	unplaced-scaffold	4222			scaffold4415_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004421.1	Chromosome		NW_019799451.1	unplaced-scaffold	4221			scaffold4416_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004422.1	Chromosome		NW_019799452.1	unplaced-scaffold	4220			scaffold4417_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004423.1	Chromosome		NW_019799453.1	unplaced-scaffold	4220			scaffold4418_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004424.1	Chromosome		NW_019799454.1	unplaced-scaffold	4217			scaffold4419_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004425.1	Chromosome		NW_019799456.1	unplaced-scaffold	4217			scaffold4420_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004426.1	Chromosome		NW_019799457.1	unplaced-scaffold	4214			scaffold4421_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004427.1	Chromosome		NW_019799458.1	unplaced-scaffold	4213			scaffold4422_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004428.1	Chromosome		NW_019799459.1	unplaced-scaffold	4212			scaffold4423_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004429.1	Chromosome		NW_019799460.1	unplaced-scaffold	4212			scaffold4424_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004430.1	Chromosome		NW_019799461.1	unplaced-scaffold	4212			scaffold4425_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004431.1	Chromosome		NW_019799462.1	unplaced-scaffold	4211			scaffold4426_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004432.1	Chromosome		NW_019799463.1	unplaced-scaffold	4209			scaffold4427_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004433.1	Chromosome		NW_019799464.1	unplaced-scaffold	4209			scaffold4428_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004434.1	Chromosome		NW_019799465.1	unplaced-scaffold	4209			scaffold4429_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004435.1	Chromosome		NW_019799467.1	unplaced-scaffold	4208			scaffold4430_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004436.1	Chromosome		NW_019799468.1	unplaced-scaffold	4207			scaffold4431_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004437.1	Chromosome		NW_019799469.1	unplaced-scaffold	4207			scaffold4432_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004438.1	Chromosome		NW_019799470.1	unplaced-scaffold	4206			scaffold4433_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004439.1	Chromosome		NW_019799471.1	unplaced-scaffold	4206			scaffold4434_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004440.1	Chromosome		NW_019799472.1	unplaced-scaffold	4205			scaffold4435_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004441.1	Chromosome		NW_019799473.1	unplaced-scaffold	4204			scaffold4436_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004443.1	Chromosome		NW_019799474.1	unplaced-scaffold	4203			scaffold4438_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004444.1	Chromosome		NW_019799475.1	unplaced-scaffold	4203			scaffold4439_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004445.1	Chromosome		NW_019799477.1	unplaced-scaffold	4202			scaffold4440_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004446.1	Chromosome		NW_019799478.1	unplaced-scaffold	4201			scaffold4441_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004447.1	Chromosome		NW_019799479.1	unplaced-scaffold	4199			scaffold4442_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004448.1	Chromosome		NW_019799480.1	unplaced-scaffold	4197			scaffold4443_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004449.1	Chromosome		NW_019799481.1	unplaced-scaffold	4197			scaffold4444_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004450.1	Chromosome		NW_019799482.1	unplaced-scaffold	4197			scaffold4445_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004451.1	Chromosome		NW_019799483.1	unplaced-scaffold	4196			scaffold4446_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004452.1	Chromosome		NW_019799484.1	unplaced-scaffold	4193			scaffold4447_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004453.1	Chromosome		NW_019799485.1	unplaced-scaffold	4192			scaffold4448_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004454.1	Chromosome		NW_019799486.1	unplaced-scaffold	4192			scaffold4449_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004455.1	Chromosome		NW_019799488.1	unplaced-scaffold	4191			scaffold4450_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004456.1	Chromosome		NW_019799489.1	unplaced-scaffold	4191			scaffold4451_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004457.1	Chromosome		NW_019799490.1	unplaced-scaffold	4190			scaffold4452_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004458.1	Chromosome		NW_019799491.1	unplaced-scaffold	4190			scaffold4453_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004459.1	Chromosome		NW_019799492.1	unplaced-scaffold	4189			scaffold4454_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004460.1	Chromosome		NW_019799493.1	unplaced-scaffold	4189			scaffold4455_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004461.1	Chromosome		NW_019799494.1	unplaced-scaffold	4188			scaffold4456_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004462.1	Chromosome		NW_019799495.1	unplaced-scaffold	4188			scaffold4457_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004463.1	Chromosome		NW_019799496.1	unplaced-scaffold	4185			scaffold4458_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004464.1	Chromosome		NW_019799497.1	unplaced-scaffold	4184			scaffold4459_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004465.1	Chromosome		NW_019799499.1	unplaced-scaffold	4182			scaffold4460_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004466.1	Chromosome		NW_019799500.1	unplaced-scaffold	4182			scaffold4461_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004467.1	Chromosome		NW_019799501.1	unplaced-scaffold	4180			scaffold4462_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004468.1	Chromosome		NW_019799502.1	unplaced-scaffold	4180			scaffold4463_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004469.1	Chromosome		NW_019799503.1	unplaced-scaffold	4179			scaffold4464_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004470.1	Chromosome		NW_019799504.1	unplaced-scaffold	4179			scaffold4465_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004471.1	Chromosome		NW_019799505.1	unplaced-scaffold	4176			scaffold4466_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004472.1	Chromosome		NW_019799506.1	unplaced-scaffold	4175			scaffold4467_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004473.1	Chromosome		NW_019799507.1	unplaced-scaffold	4173			scaffold4468_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004474.1	Chromosome		NW_019799508.1	unplaced-scaffold	4173			scaffold4469_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004475.1	Chromosome		NW_019799510.1	unplaced-scaffold	4173			scaffold4470_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004476.1	Chromosome		NW_019799511.1	unplaced-scaffold	4172			scaffold4471_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004477.1	Chromosome		NW_019799512.1	unplaced-scaffold	4172			scaffold4472_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01004478.1	Chromosome		NW_019799513.1	unplaced-scaffold	4171			scaffold4473_part1
