SNP.Name,Chromosome,cM.Position.Sex.Averaged,cM.Position.Female,cM.Position.Male,Genome.Position.Oarv3.1
OAR3_229523698.1,3,244.67,225.742,279.936,211758135
s52093.1,3,244.67,225.742,279.936,211791861
OAR3_229618642.1,3,244.67,225.742,279.936,211851679
s61647.1,3,244.802,225.885,280.029,211919325
s74310.1,3,244.929,226.021,280.118,211925969
s11302.1,3,245.016,226.188,280.118,212034158
OAR3_229832073.1,3,245.016,226.188,280.118,212071455
OAR3_229948832.1,3,245.467,226.482,280.814,212194752
OAR3_229993968.1,3,245.467,226.482,280.814,212235677
s41320.1,3,245.467,226.482,280.814,212286116
s22341.1,3,245.467,226.482,280.814,212352267
s75709.1,3,245.467,226.482,280.814,212380829
OAR3_230324922.1,3,245.467,226.482,280.814,212490576
s36662.1,3,245.699,226.882,280.814,212538786
s34083.1,3,246.004,226.882,281.6,212590236
s51494.1,3,246.004,226.882,281.6,212611496
OAR3_230511688.1,3,246.004,226.882,281.6,212664963
s26496.1,3,246.004,226.882,281.6,212686451
s65581.1,3,246.004,226.882,281.6,212735487
s27933.1,3,246.004,226.882,281.6,212779282
s42120.1,3,246.417,227.283,282.047,212813156
s01377.1,3,246.417,227.283,282.047,212860972
s23470.1,3,246.417,227.283,282.047,212874310
s38043.1,3,246.417,227.283,282.047,212894266
s07960.1,3,246.417,227.283,282.047,212933803
OAR3_230848804.1,3,246.417,227.283,282.047,212967581
s71524.1,3,246.417,227.283,282.047,212992707
s05791.1,3,246.417,227.283,282.047,213052166
DU384041_287.1,3,246.417,227.283,282.047,213067348
s65074.1,3,246.417,227.283,282.047,213086338
s23160.1,3,246.417,227.283,282.047,213195386
OAR3_231138606.1,3,246.417,227.283,282.047,213237534
s23020.1,3,246.417,227.283,282.047,213333467
s66905.1,3,246.749,227.645,282.263,213490470
s56918.1,3,246.749,227.645,282.263,213524510
s02120.1,3,246.765,227.684,282.273,213625709
s08452.1,3,246.78,227.722,282.284,213653377
s36196.1,3,246.916,227.824,282.487,213700066
s73672.1,3,246.916,227.824,282.487,213708655
s32592.1,3,246.916,227.824,282.487,213752375
s43578.1,3,246.916,227.824,282.487,213806251
s42960.1,3,247.039,227.988,282.487,213824504
s20408.1,3,247.039,227.988,282.487,213849396
s26777.1,3,247.039,227.988,282.487,213906966
s55067.1,3,247.039,227.988,282.487,213928939
OAR3_231922518.1,3,247.039,227.988,282.487,213955526
s08413.1,3,247.039,227.988,282.487,214006806
OAR3_232015599.1,3,247.039,227.988,282.487,214046599
s38745.1,3,247.039,227.988,282.487,214081723
s54635.1,3,247.039,227.988,282.487,214112448
OAR3_232125965.1,3,247.039,227.988,282.487,214149668
OAR3_232198069.1,3,247.469,228.411,282.927,214218467
s72073.1,3,247.469,228.411,282.927,214278796
s69052.1,3,247.469,228.411,282.927,214330449
s34878.1,3,247.469,228.411,282.927,214349444
s40482.1,3,247.469,228.411,282.927,214356971
s65933.1,3,247.469,228.411,282.927,214362806
s14172.1,3,247.469,228.411,282.927,214443234
OAR3_232475527.1,3,247.469,228.411,282.927,214478744
s56082.1,3,247.469,228.411,282.927,214516965
s45127.1,3,247.469,228.411,282.927,214571279
s68268.1,3,247.469,228.411,282.927,214589205
s34534.1,3,248.281,229.103,283.705,214673764
s69353.1,3,248.281,229.103,283.705,214704920
OAR3_232841114.1,3,248.281,229.103,283.705,214765824
s07984.1,3,248.281,229.103,283.705,214873807
s39254.1,3,248.281,229.103,283.705,214999639
OAR3_233084414.1,3,248.805,229.854,283.937,215011189
s12787.1,3,248.805,229.854,283.937,215135206
OAR3_233232424.1,3,248.805,229.854,283.937,215172196
OAR3_233296350.1,3,248.911,229.854,284.212,215226320
OAR3_233318738.1,3,248.976,229.854,284.212,215248639
OAR3_233491871.1,3,249.227,230.511,284.212,215419146
OAR3_233561444.1,3,249.227,230.511,284.212,215487255
OAR3_233748114.1,3,249.398,230.782,284.212,215675474
OAR3_233777581_X.1,3,249.398,230.782,284.212,215699386
s68727.1,3,249.398,230.782,284.212,215737748
OAR3_233982949.1,3,249.398,230.782,284.212,215899082
OAR3_234045926.1,3,249.398,230.782,284.212,215961648
OAR3_234227419.1,3,249.398,230.782,284.212,216145676
s41386.1,3,250.023,231.037,285.368,216285701
OAR3_234402247.1,3,250.023,231.037,285.368,216328760
s02461.1,3,250.023,231.037,285.368,216366304
OAR3_234491404.1,3,250.023,231.037,285.368,216419257
s53089.1,3,250.023,231.037,285.368,216473605
OAR3_234591494.1,3,250.023,231.037,285.368,216516092
OAR3_234634509.1,3,250.023,231.037,285.368,216559465
s51243.1,3,250.023,231.037,285.368,216582253
s60614.1,3,250.077,231.037,285.533,216635004
s55340.1,3,250.077,231.037,285.533,216659042
OAR3_234931192.1,3,250.077,231.037,285.533,216784240
s50765.1,3,250.077,231.037,285.533,216832845
s11874.1,3,250.176,231.178,285.533,216940930
s43264.1,3,250.671,231.663,286.078,217062594
s04530.1,3,250.671,231.663,286.078,217143245
OAR3_235332945.1,3,250.671,231.663,286.078,217195979
s50043.1,3,250.671,231.663,286.078,217268499
s46664.1,3,250.671,231.663,286.078,217310965
s01105.1,3,250.671,231.663,286.078,217427411
OAR3_235574907.1,3,250.98,231.979,286.473,217440785
OAR3_235588977.1,3,250.98,231.979,286.473,217454626
s74056.1,3,251.717,232.06,288.224,217586921
s64099.1,3,252.222,232.605,288.738,217659448
OAR3_235830160.1,3,252.222,232.605,288.738,217683158
s62626.1,3,252.222,232.605,288.738,217731909
s14318.1,3,252.222,232.605,288.738,217757756
s48450.1,3,252.365,232.806,288.738,217809813
s35301.1,3,252.365,232.806,288.738,217881782
DU181767_197.1,3,252.365,232.806,288.738,217939427
s14115.1,3,252.761,233.019,289.411,218012025
s31727.1,3,252.761,233.019,289.411,218061299
s67067.1,3,252.761,233.019,289.411,218083754
s16299.1,3,252.761,233.019,289.411,218104726
OAR3_236260506.1,3,252.761,233.019,289.411,218112423
s41886.1,3,252.761,233.019,289.411,218125347
s28989.1,3,252.761,233.019,289.411,218197746
s50431.1,3,252.761,233.019,289.411,218253418
s18629.1,3,253.436,233.198,291.079,218404957
s58911.1,3,253.436,233.198,291.079,218474244
s61106.1,3,253.436,233.198,291.079,218610304
s21684.1,3,253.738,233.364,291.626,218717424
s18720.1,3,253.738,233.364,291.626,218915109
s16170.1,3,253.738,233.364,291.626,218966523
s06437.1,3,254.099,233.364,292.643,219019921
s33493.1,3,254.099,233.364,292.643,219063739
s06773.1,3,254.099,233.364,292.643,219109369
s05126.1,3,254.099,233.364,292.643,219137492
OAR3_237579486.1,3,254.099,233.364,292.643,219211306
s22560.1,3,254.099,233.364,292.643,219269992
s48545.1,3,254.099,233.364,292.643,219319582
s20361.1,3,254.099,233.364,292.643,219405745
OAR3_237792546.1,3,254.711,233.696,293.874,219435703
OAR3_237867332.1,3,254.711,233.696,293.874,219515525
s69148.1,3,254.711,233.696,293.874,219558253
OAR3_237989120.1,3,254.711,233.696,293.874,219571081
s57836.1,3,254.804,233.798,293.874,219668890
OAR3_238146328.1,3,254.804,233.798,293.874,219699878
OAR3_238210924.1,3,254.804,233.798,293.874,219760329
s66214.1,3,254.804,233.798,293.874,219965363
s03007.1,3,255.056,234.037,294.114,220048441
OAR3_238560098.1,3,255.056,234.037,294.114,220103217
s23990.1,3,255.056,234.037,294.114,220200583
s64780.1,3,255.126,234.037,294.371,220257329
s17338.1,3,255.126,234.037,294.371,220268626
s50255.1,3,255.126,234.037,294.371,220327385
s32797.1,3,255.126,234.037,294.371,220374074
OAR3_239536012.1,3,255.126,234.037,294.371,220385676
s24753.1,3,255.126,234.037,294.371,220402104
s53303.1,3,255.412,234.567,294.371,220550182
s19905.1,3,255.412,234.567,294.371,220589210
OAR3_239018246.1,3,255.804,234.577,295.211,220602864
OAR3_239051509_X.1,3,255.804,234.577,295.211,220634096
OAR3_239187680.1,3,256,234.806,295.496,220724137
s08144.1,3,256,234.806,295.496,220752260
s04588.1,3,256,234.806,295.496,220815752
s00604.1,3,256.618,234.806,297.434,220954215
s11791.1,3,257.273,234.806,299.308,220995146
s59322.1,3,257.376,234.806,299.646,221054947
s06412.1,3,257.488,234.806,299.975,221060882
OAR3_239598117.1,3,257.488,234.806,299.975,221158755
s46335.1,3,257.488,234.806,299.975,221194405
s01988.1,3,258.102,235.108,301.156,221415392
s67366.1,3,258.102,235.108,301.156,221448634
s08470.1,3,258.289,235.108,301.583,221471895
OAR3_240056730.1,3,258.393,235.108,302.206,221595046
s05548.1,3,258.735,235.108,303.298,221603160
s65009.1,3,258.735,235.108,303.298,221659279
s55866.1,3,258.735,235.108,303.298,221672349
s63229.1,3,258.735,235.108,303.298,221703311
s10245.1,3,258.735,235.108,303.298,221806457
s39987.1,3,258.797,235.108,303.298,221818947
OAR3_240542283.1,3,259.089,235.108,303.923,221857830
s69527.1,3,259.089,235.108,303.923,221923477
s57562.1,3,259.089,235.108,303.923,221964052
s71992.1,3,259.089,235.108,303.923,221986221
s16868.1,3,259.763,235.49,305.272,222061133
s72189.1,3,259.763,235.49,305.272,222091596
DU366895_507.1,3,259.763,235.49,305.272,222138737
s49090.1,3,259.763,235.49,305.272,222157075
OAR3_240842397.1,3,259.763,235.49,305.272,222200868
s18188.1,3,259.823,235.502,305.343,222247131
s38605.1,3,260.303,235.773,306.294,222344110
s53212.1,3,260.377,235.816,306.351,222375910
s74344.1,3,260.377,235.816,306.351,222484114
OAR3_241200714.1,3,260.996,235.909,308.113,222533382
s42131.1,3,261.008,235.909,308.113,222663418
s44809.1,3,261.008,235.909,308.113,222747485
s07573.1,3,261.008,235.909,308.113,222831452
s10649.1,3,261.269,235.982,308.775,222852418
s20744.1,3,261.269,235.982,308.775,223002057
s46814.1,3,261.743,236.152,309.658,223066580
s32816.1,3,261.743,236.152,309.658,223111190
s37869.1,3,261.777,236.208,309.658,223149620
s11592.1,3,261.777,236.208,309.658,223288906
s40215.1,3,261.777,236.208,309.658,223354728
s46685.1,3,262.051,236.366,310.163,223548642
CL635750_128.1,3,262.201,236.366,310.557,223741135
s48755.1,3,262.201,236.366,310.557,223855704
s73443.1,3,262.201,236.366,310.557,223883955
s07509.1,3,262.201,236.366,310.557,224082784
s08326.1,3,262.484,236.366,311.597,224130374
s35224.1,3,262.484,236.366,311.597,224166152
OAR4_90119.1,4,0,0,0,235989
s30458.1,4,0,0,0,257567
OAR4_164030.1,4,0,0,0,320333
s25388.1,4,0.221,0.162,0.435,393938
OAR4_250093.1,4,0.319,0.162,0.72,421302
OAR4_292476.1,4,0.319,0.162,0.72,465673
OAR4_511489.1,4,0.319,0.162,0.72,587284
OAR4_558440.1,4,0.319,0.162,0.72,637902
OAR4_588388.1,4,0.319,0.162,0.72,672723
OAR4_693681.1,4,0.398,0.162,0.944,781405
OAR4_742452.1,4,0.398,0.162,0.944,840726
OAR4_802099.1,4,0.398,0.162,0.944,913470
OAR4_967235.1,4,0.398,0.162,0.944,1036396
OAR4_987550.1,4,0.398,0.162,0.944,1059579
OAR4_1034669.1,4,0.398,0.162,0.944,1116467
OAR4_1086189.1,4,0.398,0.162,0.944,1183759
OAR4_1121919.1,4,0.398,0.162,0.944,1275669
OAR4_1156731.1,4,0.398,0.162,0.944,1305965
OAR4_1190172.1,4,0.398,0.162,0.944,1331509
OAR4_1253041.1,4,0.398,0.162,0.944,1380577
OAR4_1355267.1,4,0.543,0.162,1.314,1498354
OAR4_1440662.1,4,0.543,0.162,1.314,1590971
OAR4_1524741.1,4,0.543,0.162,1.314,1664685
OAR4_1864545.1,4,0.543,0.162,1.314,1931313
OAR4_1921859.1,4,0.543,0.162,1.314,1978315
DU440434_247.1,4,0.543,0.162,1.314,2036361
s34623.1,4,0.543,0.162,1.314,2084058
OAR4_2054734.1,4,0.543,0.162,1.314,2118110
OAR4_2119921.1,4,0.543,0.162,1.314,2183152
OAR4_2150001.1,4,0.736,0.162,1.81,2224013
OAR4_2230401.1,4,0.928,0.162,2.306,2314217
OAR4_2260098.1,4,0.928,0.162,2.306,2336217
OAR4_2289739.1,4,0.928,0.162,2.306,2367100
OAR4_2368769.1,4,1.004,0.162,2.503,2419869
OAR4_2446512.1,4,1.004,0.162,2.503,2514338
OAR4_2641173.1,4,1.004,0.162,2.503,2650184
OAR4_2713570.1,4,1.004,0.162,2.503,2725291
OAR4_2787164.1,4,1.004,0.162,2.503,2781976
OAR4_2812333.1,4,1.004,0.162,2.503,2812555
OAR4_3000848.1,4,1.217,0.162,3.008,3010814
s10629.1,4,1.217,0.162,3.008,3073013
OAR8_55933152.1,4,1.217,0.162,3.008,3209966
s46284.1,4,1.217,0.162,3.008,3402649
OAR4_3523393.1,4,1.217,0.162,3.008,3422698
OAR4_3547917.1,4,1.217,0.162,3.008,3445386
OAR4_3590370.1,4,1.217,0.162,3.008,3499619
OAR4_3610903.1,4,1.217,0.162,3.008,3523460
OAR4_3787177.1,4,1.499,0.162,3.739,3690029
OAR4_4017000.1,4,1.811,0.162,4.56,3889957
OAR4_4089591_X.1,4,1.83,0.162,4.56,3968230
OAR4_4265091.1,4,1.83,0.162,4.56,4000589
OAR4_4154861.1,4,1.83,0.162,4.56,4027527
OAR4_4190635.1,4,1.83,0.162,4.56,4074381
OAR4_4215249.1,4,1.953,0.162,4.832,4103092
OAR4_4309316.1,4,2.082,0.162,5.104,4130512
OAR4_4320614.1,4,2.082,0.162,5.104,4142006
DU408683_297.1,4,2.224,0.162,5.45,4266518
s50516.1,4,2.224,0.162,5.45,4325546
OAR4_4571277.1,4,2.224,0.162,5.45,4358843
s00981.1,4,2.224,0.162,5.45,4478838
s30950.1,4,2.329,0.162,5.651,4508569
s17225.1,4,2.329,0.162,5.651,4543083
s62909.1,4,2.511,0.628,5.903,4713517
s66708.1,4,2.759,0.628,6.329,4765055
OAR4_5021169.1,4,2.759,0.628,6.329,4814773
OAR4_5080417.1,4,2.759,0.628,6.329,4871721
s68640.1,4,2.86,0.747,6.329,4900806
s70398.1,4,3.019,0.87,6.657,4940692
s51727.1,4,3.019,0.87,6.657,4993918
OAR4_5243923.1,4,3.019,0.87,6.657,5046387
s56283.1,4,3.11,0.87,6.828,5079824
s31124.1,4,3.11,0.87,6.828,5109410
OAR4_5373295.1,4,3.263,1.255,6.828,5154846
s57014.1,4,3.263,1.255,6.828,5168461
s41814.1,4,3.63,1.464,7.246,5282504
OAR4_5638574.1,4,3.771,1.464,8.116,5409979
s08322.1,4,3.771,1.464,8.116,5462254
OAR4_5767890.1,4,4.688,1.669,9.777,5533348
OAR4_5808101.1,4,4.688,1.669,9.777,5570983
OAR4_5847332.1,4,4.688,1.669,9.777,5609417
s45611.1,4,4.688,1.669,9.777,5655604
s45567.1,4,4.688,1.669,9.777,5707797
OAR4_5971594.1,4,4.688,1.669,9.777,5742015
OAR4_6026348.1,4,4.688,1.669,9.777,5786978
OAR4_6041110.1,4,4.688,1.669,9.777,5802149
DU398618_415.1,4,4.688,1.669,9.777,5848441
s20137.1,4,4.688,1.669,9.777,5885250
OAR4_6204679.1,4,4.745,1.789,9.777,5921895
OAR4_6211171.1,4,4.745,1.789,9.777,5928381
OARUn.284_305425.1,4,4.745,1.789,9.777,5992638
OARUn.284_293028.1,4,4.745,1.789,9.777,6004757
DU284015_276.1,4,4.745,1.789,9.777,6033741
OARUn.284_168124.1,4,4.895,1.889,10.1,6130333
OARX_16441119.1,4,4.895,1.889,10.1,6148821
OARUn.284_128597.1,4,4.895,1.889,10.1,6174364
OARUn.284_8565.1,4,4.895,1.889,10.1,6189272
OARUn.284_34504.1,4,4.895,1.889,10.1,6213910
OARUn.284_54456.1,4,4.895,1.889,10.1,6232191
OARUn.284_87602.1,4,5.08,2.194,10.1,6270072
OARUn.501_29027.1,4,5.08,2.194,10.1,6305266
s22027.1,4,5.08,2.194,10.1,6363339
s18682.1,4,5.228,2.194,10.424,6503057
OAR1_16532872.1,4,5.502,2.654,10.424,6552065
OAR1_177737794.1,4,5.799,3.131,10.424,6553454
OARUn.501_205348.1,4,5.799,3.131,10.424,6555518
OAR4_6354309.1,4,5.799,3.131,10.424,6615392
OAR4_6435194.1,4,6.099,3.131,10.961,6674509
OAR4_6502715.1,4,6.43,3.335,11.862,6741726
OAR4_6525035.1,4,6.43,3.335,11.862,6769626
OAR4_6596232.1,4,6.78,3.763,11.862,6846221
OAR4_6683685.1,4,6.78,3.763,11.862,6960373
OAR4_6753207.1,4,6.78,3.763,11.862,7015578
s54120.1,4,6.78,3.763,11.862,7067913
OAR4_6864529.1,4,6.78,3.763,11.862,7128966
OAR4_6918677.1,4,6.78,3.763,11.862,7164399
OAR4_6967496.1,4,6.78,3.763,11.862,7211794
s63447.1,4,6.78,3.763,11.862,7277206
s34028.1,4,6.901,3.763,12.228,7386559
OAR4_7166613.1,4,6.901,3.763,12.228,7409953
s20539.1,4,6.901,3.763,12.228,7470266
OAR4_7255607.1,4,6.901,3.763,12.228,7495826
OAR4_7316477.1,4,6.901,3.763,12.228,7547866
OAR4_7388118.1,4,7.164,3.902,12.692,7618795
OAR4_7480491.1,4,7.164,3.902,12.692,7694974
OAR4_7521928.1,4,7.748,3.902,13.719,7735977
s19300.1,4,7.777,4.304,13.719,7778946
OAR4_7617499.1,4,8.013,4.304,14.103,7835975
s24823.1,4,8.013,4.304,14.103,7910935
OAR4_7712644.1,4,8.013,4.304,14.103,7933563
OAR4_7748182.1,4,8.013,4.304,14.103,7974836
OAR4_7760661.1,4,8.013,4.304,14.103,7986247
OAR4_8354638.1,4,9.063,5.81,14.672,8326001
OAR4_8389438.1,4,9.225,5.81,15.123,8363934
s38781.1,4,9.225,5.81,15.123,8438846
OAR4_8579647.1,4,9.225,5.81,15.123,8554085
s04086.1,4,10.192,6.248,16.77,8632999
OAR4_8687452.1,4,10.192,6.248,16.77,8658001
OAR4_8917898.1,4,10.603,6.518,17.361,8864691
OAR4_9174329.1,4,10.748,6.667,17.514,9086891
OAR4_9406649.1,4,10.748,6.667,17.514,9289086
s53485.1,4,10.813,6.791,17.514,9377742
OAR4_9536799.1,4,10.813,6.791,17.514,9425205
s61425.1,4,11.44,7.637,17.924,9447137
OAR4_9646078.1,4,12.22,8.662,18.386,9534833
OAR4_9681181_X.1,4,12.22,8.662,18.386,9567863
OAR4_9690027.1,4,12.22,8.662,18.386,9574764
OAR4_9720138_X.1,4,12.22,8.662,18.386,9601326
OAR4_9873905.1,4,12.22,8.662,18.386,9748355
s57453.1,4,12.22,8.662,18.386,9768229
s06839.1,4,12.407,8.792,18.656,9828538
s74022.1,4,12.407,8.792,18.656,9852609
OAR4_10025784.1,4,12.407,8.792,18.656,9898205
OAR4_10315795.1,4,12.407,8.792,18.656,10176330
OAR4_10346722.1,4,13.35,9.457,20.037,10206259
OAR4_10443301.1,4,13.35,9.457,20.037,10281638
OAR4_10546567.1,4,13.35,9.457,20.037,10401258
OAR4_10580706.1,4,13.35,9.457,20.037,10435743
OAR4_10673261.1,4,13.783,9.877,20.494,10532668
OAR4_10699994.1,4,13.783,9.877,20.494,10559577
OAR4_10748026.1,4,13.783,9.877,20.494,10609123
OAR4_10789078.1,4,13.783,9.877,20.494,10644494
OAR4_10829975.1,4,13.783,9.877,20.494,10685933
s37835.1,4,14.241,10.278,21.125,10802835
OAR4_11023787.1,4,14.472,10.487,21.25,10883562
OAR4_11050095.1,4,14.472,10.487,21.25,10909323
OAR4_11095917.1,4,14.749,10.692,21.442,10945575
OAR4_11137336.1,4,15.043,10.884,22.325,10998660
OAR4_11174214.1,4,15.043,10.884,22.325,11035159
OAR4_11192892.1,4,15.52,11.162,22.829,11052645
OAR4_11240022.1,4,15.52,11.162,22.829,11094475
OAR4_11255039.1,4,15.52,11.162,22.829,11109837
OAR4_11306223.1,4,15.691,11.321,23.018,11161749
OAR4_11378770.1,4,15.691,11.321,23.018,11236528
OAR4_11392839.1,4,15.84,11.464,23.182,11250213
OAR4_11450021.1,4,15.84,11.464,23.182,11302229
OAR4_11475100.1,4,15.84,11.464,23.182,11326682
OAR4_11590023.1,4,16.458,12.322,23.661,11441555
s70141.1,4,16.458,12.322,23.661,11480776
OAR4_11682852.1,4,16.458,12.322,23.661,11529116
OAR4_11912683.1,4,16.887,12.956,23.661,11750301
OAR4_12000546.1,4,16.887,12.956,23.661,11840294
OAR4_12050450.1,4,17.052,12.956,24.097,11887982
OAR4_12079184.1,4,17.052,12.956,24.097,11912497
OAR4_12121640.1,4,17.689,13.504,24.948,11959579
OAR4_12355957.1,4,17.769,13.504,25.358,12186241
OAR4_12397560.1,4,17.769,13.504,25.358,12231795
OAR4_12498072.1,4,17.965,13.645,25.358,12310153
s18114.1,4,17.965,13.645,25.358,12405447
s31971.1,4,17.965,13.645,25.358,12414500
OAR4_12662221.1,4,18.171,13.922,25.498,12464561
OAR4_12723347.1,4,18.171,13.922,25.498,12524745
OAR4_12737676.1,4,18.171,13.922,25.498,12539182
OAR4_12793395.1,4,18.171,13.922,25.498,12588427
OAR4_12843394.1,4,18.532,14.159,26.034,12660206
OAR4_12934410.1,4,18.532,14.159,26.034,12756611
s30449.1,4,18.801,14.391,26.391,12896616
s27505.1,4,18.801,14.391,26.391,12926666
OAR4_13144569.1,4,18.801,14.391,26.391,12963728
OAR4_13174894.1,4,18.801,14.391,26.391,12992452
OAR4_13235164.1,4,18.801,14.391,26.391,13051653
OAR4_13270721.1,4,18.801,14.391,26.391,13086088
OAR4_13308824.1,4,19.911,15.653,27.246,13125455
OAR4_13344864.1,4,19.911,15.653,27.246,13159064
OAR4_13378217.1,4,19.911,15.653,27.246,13190047
OAR4_13482785.1,4,20.401,15.957,28.009,13294479
s30744.1,4,20.401,15.957,28.009,13351706
OAR4_13676954.1,4,21.034,16.7,28.441,13484649
OAR4_13728691.1,4,21.034,16.7,28.441,13533269
OAR4_13768293.1,4,21.257,16.804,28.929,13576083
OAR4_13798938.1,4,21.257,16.804,28.929,13604628
s22447.1,4,21.257,16.804,28.929,13684721
OAR4_13926290.1,4,21.257,16.804,28.929,13725997
s71252.1,4,21.329,16.804,29.168,13845526
OAR4_14093754.1,4,21.329,16.804,29.168,13881724
s52269.1,4,21.409,16.917,29.168,13940662
OAR4_14230002.1,4,21.409,16.917,29.168,14016885
s70608.1,4,21.633,17.222,29.168,14117077
OAR4_14448436.1,4,21.768,17.441,29.168,14231212
OAR4_14509428.1,4,21.768,17.441,29.168,14291880
OAR4_14557628.1,4,22.402,17.969,30.025,14341997
OAR4_14572146.1,4,22.402,17.969,30.025,14355529
OAR4_14661650.1,4,22.637,18.16,30.332,14443850
OAR4_14709849.1,4,22.637,18.16,30.332,14492802
s59735.1,4,22.637,18.16,30.332,14566078
OAR4_14887500.1,4,22.795,18.16,30.678,14603701
OAR4_14958268.1,4,22.986,18.587,30.678,14747779
OAR4_15046925.1,4,22.986,18.587,30.678,14839306
s55260.1,4,23.429,18.827,31.398,14899633
OAR4_15130558.1,4,23.429,18.827,31.398,14933925
OAR4_15211722_X.1,4,23.429,18.827,31.398,14991427
OAR4_15273678.1,4,23.574,19.031,31.398,15055874
OAR4_15298412.1,4,23.574,19.031,31.398,15083905
s38871.1,4,23.897,19.916,31.398,15123451
